"","Id","SalePrice","OverallQual","GrLivArea","GarageCars","ExterQual","GarageArea","TotalBsmtSF","X1stFlrSF","KitchenQual","BsmtQual","FullBath","GarageFinish","TotRmsAbvGrd","YearBuilt","FireplaceQu","YearRemodAdd","GarageYrBlt","MasVnrArea","Fireplaces","HeatingQC","BsmtFinSF1","GarageType_NoGarage","GarageType_2Types","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","Foundation_PConc","Foundation_CBlock","Foundation_BrkTil","Foundation_Wood","Foundation_Slab","Foundation_Stone","BsmtExposure","LotFrontage","WoodDeckSF","X2ndFlrSF","OpenPorchSF","BsmtFinType1","HalfBath","GarageQual","LotArea","GarageCond","LotShape_Reg","LotShape_IR1","LotShape_IR2","LotShape_IR3"
"293",293,131000,0.444444444444444,0.260361718161266,0.25,1,0.198166431593794,0.12569558101473,0.1867829279486,1,1,0.333333333333333,0.33,0.5,1949,4,0.966666666666667,0.445454545454545,0,1,3,0.0517363571934798,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.268370607028754,0.168028004667445,0.42953995157385,0.191956124314442,1,0,3,0.0474203814258171,3,1,0,0,0
"294",294,235000,0.666666666666667,0.363413715146948,0.5,1,0.380112834978843,0.130114566284779,0.260211106011932,0.5,1,0.666666666666667,1,0.583333333333333,1977,3,0.733333333333333,0.7,0.02125,1,1,0.140857547838412,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.191693290734824,0,0,0,1,0,3,0.0250876907709819,3,1,0,0,0
"295",295,167000,0.555555555555556,0.246797287113791,0.5,1,0.294781382228491,0.231751227495908,0.300596603946765,1,1,0.333333333333333,1,0.416666666666667,1953,4,0.05,0.481818181818182,0.14875,2,2,0.227675407512403,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.162939297124601,0.130688448074679,0.228571428571429,0,1,1,3,0.0284327162071128,3,1,0,0,0
"296",296,142500,0.555555555555556,0.126036171816127,0.5,1,0.414668547249647,0.164157119476268,0.153510784763653,1,1,0.333333333333333,0.33,0.333333333333333,1984,0,0.566666666666667,0.763636363636364,0,0,2,0.145109851169383,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.255591054313099,0,0,0,1,1,3,0.0446003391484123,3,1,0,0,0
"297",297,152000,0.444444444444444,0.230595327807084,0.25,1,0.198871650211566,0.148936170212766,0.132170720513997,1,1,0.333333333333333,0.33,0.333333333333333,1950,0,0,0.454545454545455,0,0,2,0.0744153082919915,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.261980830670927,0.37806301050175,0.635351089588378,0.182815356489945,1,1,3,0.0577853144091617,3,0,1,0,0
"298",298,239000,0.666666666666667,0.304446119065561,0.5,0.5,0.406205923836389,0.159574468085106,0.147085819183112,0.5,0.8,0.666666666666667,0.66,0.416666666666667,1997,3,0.8,0.881818181818182,1,1,4,0.114989369241673,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.242811501597444,0.401400233372229,0.37772397094431,0,1,0,3,0.0354479778856652,3,1,0,0,0
"299",299,175000,0.555555555555556,0.265448379804069,0.5,0.5,0.380112834978843,0.114893617021277,0.162230380908674,1,1,0.333333333333333,0.33,0.416666666666667,1968,4,0.3,0.618181818181818,0.228125,1,3,0.0680368532955351,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.249201277955272,0,0,0,1,0,3,0.0471091082255105,3,1,0,0,0
"300",300,158500,0.555555555555556,0.154107008289375,0.25,1,0.211565585331453,0.178723404255319,0.187700780174392,0.5,1,0.333333333333333,0.33,0.333333333333333,1950,4,0.9,0.454545454545455,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.191693290734824,0,0.473607748184019,0.0877513711151737,1,1,3,0.0501753815419638,3,1,0,0,0
"301",301,157000,0.444444444444444,0.188771665410701,0.25,1,0.264456981664316,0.190671031096563,0.229921982560808,1,1,0.333333333333333,0.33,0.25,1953,4,0.05,0.481818181818182,0.035,2,2,0.14900779588944,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.191693290734824,0,0.229055690072639,0,1,0,3,0.0379660387000859,3,1,0,0,0
"302",302,267000,0.777777777777778,0.399020346646571,0.5,0.5,0.481664315937941,0.168248772504092,0.201009637448371,0.5,0.8,0.666666666666667,1,0.583333333333333,1998,3,0.816666666666667,0.890909090909091,0,1,4,0.0497873848334515,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.271565495207668,0,0,0.0457038391224863,1,0,3,0.0533113428883365,3,1,0,0,0
"303",303,205000,0.666666666666667,0.227392614920874,0.75,0.5,0.594499294781382,0.252209492635025,0.27696190913263,0.5,0.8,0.666666666666667,0.66,0.333333333333333,2001,3,0.866666666666667,0.918181818181818,0.09375,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.230031948881789,0,0.435835351089588,0.212065813528336,1,1,3,0.0486097238031081,3,0,1,0,0
"304",304,149900,0.444444444444444,0.105501130369254,0.5,1,0.389280677009873,0.146317512274959,0.128499311610831,1,1,0.333333333333333,0.33,0.25,1972,0,0.366666666666667,0.681818181818182,0,0,2,0.158398299078668,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.207667731629393,0.218203033838973,0.418401937046005,0.102376599634369,1,1,3,0.0432669748426212,3,0,1,0,0
"305",305,295000,0.666666666666667,0.595139412207988,0.75,1,0.613540197461213,0.240589198036007,0.30770995869665,0.5,1,1,0.33,0.666666666666667,1880,5,0.866666666666667,0.936363636363636,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.207667731629393,0.14002333722287,0,0.10054844606947,1,0,3,0.0392575901879254,3,1,0,0,0
"306",306,305900,0.777777777777778,0.313865862848531,0.75,0.5,0.6262341325811,0.327332242225859,0.382285452042221,0.5,0.8,0.666666666666667,1,0.5,2004,0,0.916666666666667,0.945454545454545,0.15375,0,4,0.259390503189228,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.207667731629393,0.21120186697783,0.639225181598063,0,1,1,3,0.0543566633371275,3,0,1,0,0
"307",307,225000,0.666666666666667,0.35964581763376,0.75,0.5,0.526093088857546,0.114566284779051,0.180816888480955,0.5,0.8,0.666666666666667,0.66,0.5,1990,3,0.683333333333333,0.818181818181818,0.15375,1,3,0.124025513819986,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.23961661341853,0,0,0.318098720292505,1,0,3,0.0677692861622802,3,0,1,0,0
"308",308,89500,0.555555555555556,0.201959306706858,0,1,0,0.0522094926350246,0.160853602569986,0,1,0.333333333333333,0,0.333333333333333,1920,0,0,0.713692398971586,0,0,2,0,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0.201277955271566,0.256709451575263,0,0.0383912248628885,1,0,3,0.0365862157076819,3,1,0,0,0
"309",309,82500,0.333333333333333,0.0992840994724943,0.5,1,0.380112834978843,0.140916530278232,0.12092703074805,1,1,0.333333333333333,0.33,0.166666666666667,1940,0,0,0.554545454545455,0,0,4,0.0464209780297661,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.21405750798722,0,0,0.0603290676416819,1,0,3,0.0756579711491556,3,0,0,1,0
"310",310,360000,0.888888888888889,0.303315749811605,0.75,0.5,0.499294781382228,0.310310965630115,0.369435520881138,1,1,0.666666666666667,1,0.5,2003,5,0.9,0.936363636363636,0,3,4,0.225726435152374,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223642172523962,0,0.327360774818402,0.0914076782449726,1,1,3,0.0390252967548607,3,1,0,0,0
"311",311,165600,0.555555555555556,0.219856819894499,0.5,1,0.296191819464034,0.114075286415712,0.083295089490592,0.5,0.8,0.666666666666667,1,0.333333333333333,1993,3,0.733333333333333,0.845454545454545,0.07,1,3,0.0917788802267895,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.226837060702875,0.161026837806301,0,0,1,1,3,0.0380821854166183,3,1,0,0,0
"312",312,132000,0.555555555555556,0.120195930670686,0.25,1,0.169252468265162,0.159083469721768,0.146397430013768,1,1,0.333333333333333,0.33,0.25,1948,4,0.866666666666667,0.436363636363636,0,1,4,0.120481927710843,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.332268370607029,0.168028004667445,0.568523002421307,0.142595978062157,1,1,3,0.062802852563358,3,1,0,0,0
"313",313,119900,0.444444444444444,0.147701582516956,0.5,1,0.289139633286319,0.129787234042553,0.105323542909592,1,0.8,0.333333333333333,0.33,0.25,1939,4,0,0.354545454545455,0,1,2,0.0898299078667612,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.29073482428115,0,0,0.109689213893967,1,0,3,0.0570233919487096,3,0,1,0,0
"314",314,375000,0.666666666666667,0.320648078372268,0.5,1,0.361777150916784,0.349590834697218,0.390546122074346,1,0.8,0.666666666666667,0.66,0.5,1965,4,0.25,0.590909090909091,0,2,2,0.218993621545004,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.143769968051118,0.241540256709452,0.273123486682809,0,1,1,3,0.0383191247183442,3,1,0,0,0
"315",315,178000,0.666666666666667,0.246232102486812,0.5,1,0.385049365303244,0.119148936170213,0.11427260211106,1,1,0.333333333333333,0.33,0.333333333333333,1925,4,0.666666666666667,0.227272727272727,0,1,4,0.00283486888731396,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.153354632587859,0,0,0.0621572212065814,1,0,3,0.0563869079421125,3,0,0,1,0
"316",316,188500,0.666666666666667,0.206857573474001,0.5,0.5,0.304654442877292,0.117184942716858,0.0876548875631023,0.5,0.8,0.666666666666667,1,0.333333333333333,2004,4,0.916666666666667,0.945454545454545,0,1,4,0.0753012048192771,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.230031948881789,0,0.40774818401937,0.0822669104204753,1,1,3,0.0335710469465028,3,0,1,0,0
"317",317,260000,0.666666666666667,0.380369253956292,0.5,0.5,0.34132581100141,0.138297872340426,0.18793024323084,1,0.8,0.666666666666667,0.66,0.666666666666667,1980,3,0.5,0.754545454545455,0.17375,1,2,0.122608079376329,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.191693290734824,0,0,0.0585009140767824,1,0,3,0.0278752119677577,3,1,0,0,0
"318",318,270000,0.777777777777778,0.306141672946496,0.75,0.5,0.722849083215797,0.178068739770867,0.173015144561726,0.5,0.8,0.666666666666667,0.66,0.5,2006,4,0.933333333333333,0.963636363636364,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.191693290734824,0.390898483080513,0.263922518159806,0,1,0,3,0.0459940997468002,3,1,0,0,0
"319",319,260000,0.666666666666667,0.435568952524491,0.75,0.5,0.46262341325811,0.220458265139116,0.238182652592933,0.5,0.8,0.666666666666667,0.66,0.583333333333333,1993,3,0.716666666666667,0.845454545454545,0.16,1,4,0.17487597448618,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.258785942492013,0,0,0.255941499085923,1,0,3,0.0521080629050617,3,1,0,0,0
"320",320,187500,0.666666666666667,0.214393368500377,0.5,1,0.414668547249647,0.224549918166939,0.261128958237724,1,0.8,0.666666666666667,0.33,0.333333333333333,1980,3,0.5,0.727272727272727,0.140625,2,2,0.183557760453579,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0766773162939297,0,0.301694915254237,0.303473491773309,1,1,3,0.0118190898743293,3,1,0,0,0
"321",321,342643,0.888888888888889,0.426149208741522,0.75,1,0.592383638928068,0.204418985270049,0.209958696649839,0.5,1,1,0.66,0.583333333333333,2006,0,0.933333333333333,0.963636363636364,0.23125,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0958466453674121,0,0.290556900726392,0.303473491773309,1,1,3,0.0147738623429116,3,1,0,0,0
"322",322,354000,0.777777777777778,0.402034664657121,0.75,0.5,0.614950634696756,0.185924713584288,0.184029371271225,0.5,1,0.666666666666667,1,0.666666666666667,2004,4,0.9,0.945454545454545,0.2425,1,4,0.171863926293409,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.23961661341853,0.32438739789965,0,0,1,1,3,0.0442518989988153,3,1,0,0,0
"323",323,301000,0.666666666666667,0.451394122079879,0.5,0.5,0.406205923836389,0.24582651391162,0.279715465810005,0.5,1,0.666666666666667,1,0.5,1986,3,0.616666666666667,0.790909090909091,0.1075,1,4,0.00496102055279943,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.255591054313099,0.131855309218203,0.368523002421308,0.182815356489945,1,1,3,0.0446003391484123,3,1,0,0,0
"324",324,126175,0.222222222222222,0.156179351921628,0.25,1,0.155148095909732,0.190180032733224,0.190224873795319,1,1,0.333333333333333,0.33,0.333333333333333,1955,0,0.916666666666667,0.5,0,0,4,0.0453579021970234,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.207667731629393,0,0.377239709443099,0.0658135283363803,1,1,3,0.0377476828730052,3,1,0,0,0
"325",325,242000,0.666666666666667,0.498116051243406,0.5,0.5,0.397743300423131,0.11620294599018,0.358880220284534,0.5,0.8,0.666666666666667,1,0.75,1967,4,0.95,0.554545454545455,0.1875,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.255591054313099,0,0,0,1,0,3,0.0483170340774466,3,1,0,0,0
"326",326,87000,0.444444444444444,0.0883571966842502,0.5,1,0.253878702397743,0.117839607201309,0.107618173474071,1,1,0.333333333333333,0.33,0.25,1941,0,0,0.372727272727273,0,0,0,0.0205527994330262,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.175718849840256,0,0.248910411622276,0.438756855575868,1,1,3,0.0355037283096007,3,1,0,0,0
"327",327,324000,0.777777777777778,0.260926902788244,0.5,0.5,0.333568406205924,0.281342062193126,0.317806333180358,0.5,0.8,0.333333333333333,1,0.333333333333333,1993,4,0.716666666666667,0.845454545454545,0,2,4,0.286853295535081,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.230031948881789,0,0,0.255941499085923,1,0,3,0.040140305233571,3,1,0,0,0
"328",328,145250,0.555555555555556,0.197626224566692,0.25,1,0.205923836389281,0.226350245499182,0.24070674621386,1,1,0.333333333333333,0.66,0.416666666666667,1960,0,0.166666666666667,0.545454545454545,0.109375,0,2,0.100106307583274,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.191693290734824,0,0,0,1,0,3,0.0306627331645334,3,1,0,0,0
"329",329,214500,0.555555555555556,0.339110776186888,0.5,1,0.311001410437236,0.138134206219313,0.25493345571363,0.5,1,0.666666666666667,0.33,0.666666666666667,1916,0,0.733333333333333,0.272727272727273,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.166134185303514,0.0303383897316219,0.220338983050847,0,1,1,3,0.0265743687425956,3,1,0,0,0
"330",330,78000,0.444444444444444,0.16164280331575,0.25,1,0.133286318758815,0.0975450081833061,0.0601193207893529,1,1,0.333333333333333,0.33,0.333333333333333,1920,0,0,0.181818181818182,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.188498402555911,0.141190198366394,0.252300242130751,0,1,1,3,0.0764988733768496,3,0,1,0,0
"331",331,119000,0.444444444444444,0.262622456669179,0.25,1,0.248236953455571,0.282815057283142,0.319871500688389,1,1,0.666666666666667,0.33,0.666666666666667,1964,0,0.233333333333333,0.927272727272727,0.0525,0,2,0.0070871722182849,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.201277955271566,0,0.339951573849879,0.137111517367459,1,1,3,0.0365862157076819,3,1,0,0,0
"332",332,139000,0.444444444444444,0.136021100226074,0.25,1,0.217207334273625,0.172831423895254,0.165672326755392,1,1,0.333333333333333,0.66,0.333333333333333,1958,0,0.7,0.527272727272727,0,0,1,0.149893692416726,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.159744408945687,0.168028004667445,0,0.109689213893967,1,0,3,0.0690329624381519,3,0,1,0,0
"333",333,284000,0.777777777777778,0.2439713639789,0.75,0.5,0.620592383638928,0.524713584288052,0.297154658100046,0.5,0.8,0.666666666666667,0.66,0.416666666666667,2003,4,0.9,0.936363636363636,0.185,1,4,0.199149539333806,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.476038338658147,0.0420070011668611,0.359322033898305,0.0438756855575868,1,1,3,0.0584868405770169,3,0,0,1,0
"334",334,207000,0.666666666666667,0.192916352675207,0.5,0.5,0.34132581100141,0.222258592471358,0.234970169802662,0.5,0.8,0.666666666666667,0.66,0.333333333333333,2004,4,0.9,0.945454545454545,0.09125,1,4,0.127569099929128,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0670926517571885,0,0.264406779661017,0,1,1,3,0.00929638319124718,3,1,0,0,0
"335",335,192000,0.555555555555556,0.245666917859834,0.5,1,0.332863187588152,0.154337152209493,0.139743001376778,1,0.8,0.666666666666667,1,0.416666666666667,1998,3,0.8,0.890909090909091,0,2,3,0.146704464918498,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.297124600638978,0.121353558926488,0.552058111380145,0.182815356489945,1,1,3,0.0557457780668541,3,1,0,0,0
"336",336,228950,0.444444444444444,0.273549359457423,0.5,1,0.373060648801128,0.245335515548282,0.294860027535567,1,1,0.666666666666667,1,0.416666666666667,1965,4,0.25,0.590909090909091,0,2,4,0.221296952515946,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.268370607028754,0,0,0.349177330895795,1,0,3,0.0542172872772887,3,0,1,0,0
"337",337,377426,0.888888888888889,0.299171062547099,0.75,0.5,0.47672778561354,0.314566284779051,0.364387333639284,0.5,1,0.666666666666667,1,0.5,2005,4,0.933333333333333,0.954545454545455,0.125,1,4,0.221296952515946,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.389776357827476,0.336056009334889,0,0.248628884826325,1,0,3,0.0553926920485958,3,0,1,0,0
"338",338,214000,0.666666666666667,0.226450640542577,0.5,0.5,0.375176304654443,0.25139116202946,0.27581459385039,0.5,0.8,0.666666666666667,0.66,0.416666666666667,2002,0,0.883333333333333,0.927272727272727,0.070625,0,4,0.143515237420269,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.207667731629393,0,0.339467312348668,0.131627056672761,1,1,3,0.0475597574856559,3,1,0,0,0
"339",339,202500,0.666666666666667,0.242464204973625,0.5,0.5,0.310296191819464,0.197708674304419,0.295318953648463,0.5,0.8,0.666666666666667,0.66,0.5,1984,0,0.8,0.763636363636364,0,0,4,0.0377391920623671,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.175718849840256,0.0326721120186698,0,0,1,0,3,0.0366651954749239,3,1,0,0,0
"340",340,155000,0.555555555555556,0.165975885455916,0.25,1,0.209449929478138,0.198854337152209,0.20215695273061,1,1,0.333333333333333,0.33,0.333333333333333,1958,0,0.8,0.527272727272727,0.11,0,2,0.103649893692417,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.303514376996805,0,0,0.219378427787934,1,0,3,0.0540732653487886,3,1,0,0,0
"341",341,202900,0.777777777777778,0.296533534287867,0.5,0.5,0.30394922425952,0.158265139116203,0.151216154199174,0.5,0.8,0.666666666666667,1,0.583333333333333,2002,0,0.866666666666667,0.927272727272727,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.191693290734824,0.593932322053676,0.427602905569007,0.246800731261426,1,0,3,0.0530279448999977,3,0,1,0,0
"342",342,82000,0.333333333333333,0.0955162019593067,0.25,0,0.207334273624824,0.118003273322422,0.116337769619091,1,1,0.333333333333333,0.33,0.166666666666667,1950,0,0,0.454545454545455,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.207667731629393,0,0.386440677966102,0.0914076782449726,1,1,3,0.0377476828730052,3,1,0,0,0
"343",343,87500,0.222222222222222,0.133006782215524,0.5,1,0.282087447108604,0,0.162000917852226,1,0,0.666666666666667,0.33,0.333333333333333,1949,0,0,0.445454545454545,0.2125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.217252396166134,0,0.36319612590799,0.0639853747714808,1,1,3,0.0410973541777974,3,1,0,0,0
"344",344,266000,0.888888888888889,0.254333082140166,0.5,1,0.397743300423131,0.275613747954173,0.309775126204681,1,1,0.666666666666667,0.66,0.333333333333333,2005,5,0.916666666666667,0.954545454545455,0.385,1,4,0.00496102055279943,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.36741214057508,0,0.26682808716707,0,1,0,3,0.0988919603242816,3,1,0,0,0
"345",345,85000,0.444444444444444,0.146571213262999,0.25,1,0.236953455571227,0.0877250409165303,0.0463515374024782,1,0.8,0.333333333333333,0.33,0.166666666666667,1976,0,0.433333333333333,0.690909090909091,0,0,2,0.0228561304039688,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.175718849840256,0.112018669778296,0.291525423728814,0,1,1,3,0.0492090408604149,3,1,0,0,0
"346",346,140200,0.555555555555556,0.234174830444612,0.25,1,0.220028208744711,0.159083469721768,0.146397430013768,0,1,0.333333333333333,0.33,0.333333333333333,1939,4,0,0.354545454545455,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.383386581469649,0,0,0.036563071297989,1,0,3,0.083625635903273,3,1,0,0,0
"347",347,151500,0.555555555555556,0.117558402411454,0.25,1,0.212270803949224,0.156792144026187,0.143184947223497,1,1,0.333333333333333,0.66,0.25,1960,0,0.8,0.545454545454545,0,0,2,0.0882352941176471,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.271565495207668,0,0.443099273607748,0.104204753199269,1,0,3,0.0631838137935841,3,1,0,0,0
"348",348,157500,0.555555555555556,0.215523737754333,0.5,1,0.351198871650212,0.24189852700491,0.262505736576411,1,1,0.666666666666667,0.33,0.333333333333333,1960,4,0.166666666666667,0.545454545454545,0.01875,2,4,0.225017717930546,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.188498402555911,0,0.373849878934625,0.0731261425959781,1,1,3,0.0364096726985528,3,0,1,0,0
"349",349,154000,0.666666666666667,0.243406179351922,0.5,0.5,0.334273624823695,0.125040916530278,0.0986691142726021,0.5,0.8,0.666666666666667,0.66,0.333333333333333,2003,0,0.9,0.936363636363636,0.06625,0,4,0.101523742026931,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.223642172523962,0.224037339556593,0,0.0712979890310786,1,0,3,0.040646704917652,3,1,0,0,0
"350",350,437154,0.888888888888889,0.451017332328561,0.75,1,0.497884344146685,0.302454991816694,0.347407067462139,1,1,0.666666666666667,1,0.666666666666667,2005,5,0.933333333333333,0.963636363636364,0.54375,2,4,0.249822820694543,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0766773162939297,0,0.357869249394673,0.0731261425959781,1,0,3,0.0117168807637808,3,1,0,0,0
"351",351,318061,0.888888888888889,0.289186134137151,0.5,1,0.435119887165021,0.305891980360065,0.352225791647545,1,1,0.666666666666667,0.66,0.333333333333333,2007,4,0.95,0.972727272727273,0.22625,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0766773162939297,0,0.325423728813559,0,1,1,3,0.00936607122116658,3,1,0,0,0
"352",352,190000,0.666666666666667,0.210813865862849,0.5,1,0.313822284908322,0.237806873977087,0.256769160165213,0.5,0.8,0.333333333333333,0.66,0.333333333333333,1986,3,0.6,0.781818181818182,0,1,3,0.191708008504607,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.536741214057508,0,0.549152542372881,0.182815356489945,1,1,3,0.10804896745569,3,0,0,0,1
"353",353,95000,0.444444444444444,0.14638281838734,0.25,1,0.141043723554302,0.100818330605565,0.0647085819183112,1,1,0.333333333333333,0.33,0.25,1941,0,0,0.372727272727273,0,0,2,0.0418143160878809,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.271565495207668,0.326721120186698,0.280871670702179,0.0621572212065814,1,0,3,0.064229134242375,3,1,0,0,0
"354",354,105900,0.555555555555556,0.0727204220045215,0.5,1,0.34132581100141,0.102127659574468,0.088572739788894,1,1,0.333333333333333,0.33,0.25,1928,0,0.883333333333333,0.954545454545455,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.188498402555911,0,0,0.0402193784277879,1,0,3,0.0383888127482636,3,1,0,0,0
"355",355,140000,0.555555555555556,0.237565938206481,0.25,1,0.169252468265162,0.153846153846154,0.196879302432308,1,1,0.333333333333333,0.33,0.333333333333333,1940,4,0.833333333333333,0.363636363636364,0,2,4,0.0687455705173636,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.169329073482428,0.166861143523921,0,0.036563071297989,1,0,3,0.0171153801482032,3,1,0,0,0
"356",356,177500,0.555555555555556,0.163149962321025,0.5,0.5,0.367418899858956,0.196399345335516,0.198715006883892,0.5,0.8,0.666666666666667,0.66,0.333333333333333,1995,0,0.75,0.863636363636364,0,0,4,0.059177888022679,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.191693290734824,0,0,0.23400365630713,1,0,3,0.0287114683267904,3,1,0,0,0
"357",357,173000,0.555555555555556,0.156932931424265,0.5,1,0.282087447108604,0.189525368248773,0.191142726021111,0.5,0.8,0.666666666666667,0.66,0.333333333333333,1992,0,0.7,0.836363636363636,0.06625,0,3,0.0992204110559887,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.166134185303514,0,0.258595641646489,0,1,0,3,0.028990220446468,3,1,0,0,0
"358",358,134000,0.444444444444444,0.152223059532781,0.5,1,0.372355430183357,0.186906710310966,0.185406149609913,1,0.8,0.333333333333333,1,0.333333333333333,1976,1,0.433333333333333,0.690909090909091,0,1,2,0.154854712969525,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.182108626198083,0,0,0,1,0,3,0.0384677925155056,3,0,1,0,0
"359",359,130000,0.444444444444444,0.191785983421251,0.25,1,0.203102961918195,0.173813420621931,0.233593391463974,0.5,1,0.333333333333333,0.33,0.333333333333333,1958,0,0.133333333333333,0.527272727272727,0.075,0,4,0.0531537916371368,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.293929712460064,0,0,0.0438756855575868,1,0,3,0.0554345048665474,3,1,0,0,0
"360",360,280000,0.777777777777778,0.299547852298417,0.5,0.5,0.417489421720733,0.177741407528642,0.17255621844883,0.5,0.8,0.666666666666667,0.66,0.416666666666667,1998,3,0.8,0.890909090909091,0.33125,1,4,0.169383416017009,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.252396166134185,0,0,0.208409506398537,1,0,3,0.044326232897396,3,0,1,0,0
"361",361,156000,0.555555555555556,0.108892238131123,0.5,1,0.331452750352609,0.145335515548282,0.132629646626893,1,0.8,0.333333333333333,0.66,0.25,1978,3,0.466666666666667,0.709090909090909,0,1,4,0.136959603118356,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.111821086261981,0,0.302663438256659,0.0987202925045704,1,1,3,0.0186624544124138,3,0,1,0,0
"362",362,145000,0.444444444444444,0.220610399397136,0.25,1,0.169252468265162,0.144517184942717,0.150068838916934,1,1,0.333333333333333,0.33,0.5,1940,0,0.533333333333333,0.363636363636364,0,0,3,0.0706945428773919,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.217252396166134,0.168028004667445,0.401452784503632,0.124314442413163,1,1,3,0.0415108364886525,3,0,1,0,0
"363",363,198500,0.666666666666667,0.299171062547099,0.5,0.5,0.473906911142454,0,0.0369435520881138,0.5,0,1,0.66,0.416666666666667,2003,5,0.883333333333333,0.936363636363636,0.3125,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.191693290734824,0.163360560093349,0.375786924939467,0.109689213893967,1,1,3,0.0348440149596971,3,1,0,0,0
"364",364,118000,0.555555555555556,0.123021853805576,0.25,1,0.186177715091678,0.079050736497545,0.0341899954107389,0.5,1,0.333333333333333,0.33,0.25,1972,0,0.95,0.654545454545455,0.31875,0,3,0.0287030474840539,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0766773162939297,0.240373395565928,0.327845036319613,0,1,1,3,0.0122883226091198,3,1,0,0,0
